,level_0,index,close,high,low,open,s,t,v
1089,10,2018-06-01 22:00:00,7420.0,7420.0,7391.0,7400.5,ok,1527858000.0,72816683.0
1090,9,2018-06-01 21:00:00,7400.5,7413.5,7349.0,7353.5,ok,1527854400.0,213825466.0
1091,8,2018-06-01 20:00:00,7353.5,7560.5,7333.0,7546.5,ok,1527850800.0,207961377.0
1092,7,2018-06-01 19:00:00,7546.5,7552.0,7520.0,7537.5,ok,1527847200.0,63807730.0
1093,6,2018-06-01 18:00:00,7537.5,7588.0,7521.0,7588.0,ok,1527843600.0,123542378.0
1094,5,2018-06-01 17:00:00,7588.0,7588.0,7565.0,7577.0,ok,1527840000.0,61000534.0
1095,4,2018-06-01 16:00:00,7577.0,7618.0,7545.5,7545.5,ok,1527836400.0,183849823.0
1096,3,2018-06-01 15:00:00,7545.5,7583.0,7484.5,7488.5,ok,1527832800.0,122273670.0
1097,2,2018-06-01 14:00:00,7488.5,7498.0,7482.0,7487.0,ok,1527829200.0,37310963.0
1098,1,2018-06-01 13:00:00,7487.0,7493.0,7475.5,7493.0,ok,1527825600.0,39691572.0
1099,0,2018-06-01 12:00:00,7493.0,7505.0,7463.5,7493.5,ok,1527822000.0,61266415.0
1100,49,2018-06-01 11:00:00,7493.5,7526.0,7487.0,7489.5,ok,1527818400.0,62298034.0
1101,48,2018-06-01 10:00:00,7489.5,7504.0,7475.0,7504.0,ok,1527814800.0,57399763.0
1102,47,2018-06-01 09:00:00,7504.0,7538.5,7481.5,7485.5,ok,1527811200.0,89389112.0
1103,46,2018-06-01 08:00:00,7485.5,7496.5,7447.5,7448.5,ok,1527807600.0,84640540.0
1104,45,2018-06-01 07:00:00,7448.5,7544.0,7424.0,7543.0,ok,1527804000.0,210546002.0
1105,44,2018-06-01 06:00:00,7543.0,7556.0,7539.0,7540.0,ok,1527800400.0,32315719.0
1106,43,2018-06-01 05:00:00,7540.0,7557.0,7526.0,7538.5,ok,1527796800.0,63677335.0
1107,42,2018-06-01 04:00:00,7538.5,7561.5,7535.0,7547.5,ok,1527793200.0,57773547.0
1108,41,2018-06-01 03:00:00,7547.5,7583.5,7547.5,7573.5,ok,1527789600.0,47620623.0
1109,40,2018-06-01 02:00:00,7573.5,7599.0,7541.5,7542.0,ok,1527786000.0,107756393.0
1110,39,2018-06-01 01:00:00,7542.0,7557.0,7531.0,7548.5,ok,1527782400.0,49233526.0
1111,38,2018-06-01 00:00:00,7548.5,7595.0,7536.0,7548.5,ok,1527778800.0,120233461.0
1112,37,2018-05-31 23:00:00,7548.5,7550.0,7526.5,7537.5,ok,1527775200.0,38873855.0
1113,36,2018-05-31 22:00:00,7537.5,7548.0,7511.0,7548.0,ok,1527771600.0,89579996.0
1114,35,2018-05-31 21:00:00,7548.0,7585.0,7540.5,7545.5,ok,1527768000.0,78511630.0
1115,34,2018-05-31 20:00:00,7545.5,7560.0,7539.0,7548.0,ok,1527764400.0,44323232.0
1116,33,2018-05-31 19:00:00,7548.0,7556.0,7526.0,7539.0,ok,1527760800.0,62992255.0
1117,32,2018-05-31 18:00:00,7539.0,7567.0,7532.0,7543.0,ok,1527757200.0,64077486.0
1118,31,2018-05-31 17:00:00,7543.0,7570.0,7504.5,7560.5,ok,1527753600.0,127332170.0
1119,30,2018-05-31 16:00:00,7560.5,7577.5,7554.0,7563.5,ok,1527750000.0,88305265.0
1120,29,2018-05-31 15:00:00,7563.5,7625.0,7488.5,7494.5,ok,1527746400.0,235144262.0
1121,28,2018-05-31 14:00:00,7494.5,7514.0,7473.5,7484.5,ok,1527742800.0,123067004.0
1122,27,2018-05-31 13:00:00,7484.5,7525.0,7357.0,7357.5,ok,1527739200.0,180691480.0
1123,26,2018-05-31 12:00:00,7357.5,7368.0,7339.5,7340.0,ok,1527735600.0,49363028.0
1124,25,2018-05-31 11:00:00,7340.0,7349.0,7335.5,7340.5,ok,1527732000.0,24361160.0
1125,24,2018-05-31 10:00:00,7340.5,7360.5,7330.0,7360.0,ok,1527728400.0,51742044.0
1126,23,2018-05-31 09:00:00,7360.0,7372.0,7343.0,7372.0,ok,1527724800.0,63440586.0
1127,22,2018-05-31 08:00:00,7372.0,7385.0,7344.0,7344.5,ok,1527721200.0,82320402.0
1128,21,2018-05-31 07:00:00,7344.5,7359.0,7330.0,7335.5,ok,1527717600.0,40451213.0
1129,20,2018-05-31 06:00:00,7335.5,7343.5,7320.0,7342.0,ok,1527714000.0,31600647.0
1130,19,2018-05-31 05:00:00,7342.0,7347.5,7311.5,7311.5,ok,1527710400.0,52532600.0
1131,18,2018-05-31 04:00:00,7311.5,7318.0,7295.0,7300.0,ok,1527706800.0,36254937.0
1132,17,2018-05-31 03:00:00,7300.0,7321.5,7296.5,7320.0,ok,1527703200.0,44988510.0
1133,16,2018-05-31 02:00:00,7320.0,7329.5,7296.5,7308.0,ok,1527699600.0,65831067.0
1134,15,2018-05-31 01:00:00,7308.0,7345.5,7272.0,7330.0,ok,1527696000.0,172861273.0
1135,14,2018-05-31 00:00:00,7330.0,7383.0,7311.0,7383.0,ok,1527692400.0,310409847.0
1136,13,2018-05-30 23:00:00,7383.0,7508.5,7350.0,7508.0,ok,1527688800.0,223114893.0
1137,12,2018-05-30 22:00:00,7508.0,7525.0,7496.0,7524.5,ok,1527685200.0,75834516.0
1138,11,2018-05-30 21:00:00,7524.5,7538.0,7492.0,7498.5,ok,1527681600.0,95556003.0
1139,10,2018-05-30 20:00:00,7498.5,7550.0,7487.5,7501.0,ok,1527678000.0,125340771.0
1140,9,2018-05-30 19:00:00,7501.0,7518.5,7479.0,7497.0,ok,1527674400.0,68411148.0
1141,8,2018-05-30 18:00:00,7497.0,7519.5,7466.5,7485.5,ok,1527670800.0,96332835.0
1142,7,2018-05-30 17:00:00,7485.5,7497.5,7461.0,7496.5,ok,1527667200.0,70601602.0
1143,6,2018-05-30 16:00:00,7496.5,7509.0,7460.0,7466.5,ok,1527663600.0,82399277.0
1144,5,2018-05-30 15:00:00,7466.5,7537.0,7435.0,7499.5,ok,1527660000.0,114493447.0
1145,4,2018-05-30 14:00:00,7499.5,7512.0,7488.5,7489.0,ok,1527656400.0,36751678.0
1146,3,2018-05-30 13:00:00,7489.0,7507.0,7468.5,7494.5,ok,1527652800.0,48541987.0
1147,2,2018-05-30 12:00:00,7494.5,7509.0,7477.0,7508.5,ok,1527649200.0,72131841.0
1148,1,2018-05-30 11:00:00,7508.5,7542.0,7501.0,7508.5,ok,1527645600.0,75638265.0
1149,0,2018-05-30 10:00:00,7508.5,7559.0,7480.0,7480.0,ok,1527642000.0,156844191.0
1150,49,2018-05-30 09:00:00,7480.0,7514.5,7442.0,7469.0,ok,1527638400.0,87600514.0
1151,48,2018-05-30 08:00:00,7469.0,7479.5,7414.0,7434.0,ok,1527634800.0,74295511.0
1152,47,2018-05-30 07:00:00,7434.0,7492.5,7401.5,7492.0,ok,1527631200.0,111369139.0
1153,46,2018-05-30 06:00:00,7492.0,7508.0,7476.5,7500.0,ok,1527627600.0,47865814.0
1154,45,2018-05-30 05:00:00,7500.0,7538.0,7456.5,7465.0,ok,1527624000.0,95894863.0
1155,44,2018-05-30 04:00:00,7465.0,7469.5,7445.0,7448.0,ok,1527620400.0,43320767.0
1156,43,2018-05-30 03:00:00,7448.0,7535.0,7434.5,7516.0,ok,1527616800.0,191224655.0
1157,42,2018-05-30 02:00:00,7516.0,7569.0,7418.5,7429.5,ok,1527613200.0,95640867.0
1158,41,2018-05-30 01:00:00,7429.5,7445.0,7415.5,7424.0,ok,1527609600.0,52518792.0
1159,40,2018-05-30 00:00:00,7424.0,7433.0,7400.0,7416.5,ok,1527606000.0,86470130.0
1160,39,2018-05-29 23:00:00,7416.5,7470.0,7404.5,7449.0,ok,1527602400.0,113463657.0
1161,38,2018-05-29 22:00:00,7449.0,7475.0,7403.0,7403.5,ok,1527598800.0,166561938.0
1162,37,2018-05-29 21:00:00,7403.5,7434.5,7386.0,7401.0,ok,1527595200.0,154008015.0
1163,36,2018-05-29 20:00:00,7401.0,7480.0,7179.5,7180.0,ok,1527591600.0,455756135.0
1164,35,2018-05-29 19:00:00,7180.0,7200.0,7125.0,7136.0,ok,1527588000.0,130085428.0
1165,34,2018-05-29 18:00:00,7136.0,7136.5,7114.0,7129.5,ok,1527584400.0,42906928.0
1166,33,2018-05-29 17:00:00,7129.5,7155.0,7114.0,7154.5,ok,1527580800.0,55385477.0
1167,32,2018-05-29 16:00:00,7154.5,7173.5,7110.5,7110.5,ok,1527577200.0,111305394.0
1168,31,2018-05-29 15:00:00,7110.5,7122.0,7105.5,7114.5,ok,1527573600.0,34442201.0
1169,30,2018-05-29 14:00:00,7114.5,7129.0,7088.0,7128.5,ok,1527570000.0,98272357.0
1170,29,2018-05-29 13:00:00,7128.5,7145.0,7112.5,7123.0,ok,1527566400.0,46067099.0
1171,28,2018-05-29 12:00:00,7123.0,7144.5,7107.5,7115.5,ok,1527562800.0,76334184.0
1172,27,2018-05-29 11:00:00,7115.5,7122.0,7085.5,7121.5,ok,1527559200.0,66753377.0
1173,26,2018-05-29 10:00:00,7121.5,7127.5,7060.0,7121.5,ok,1527555600.0,124812383.0
1174,25,2018-05-29 09:00:00,7121.5,7140.0,7111.0,7111.0,ok,1527552000.0,47259218.0
1175,24,2018-05-29 08:00:00,7111.0,7145.0,7103.0,7141.0,ok,1527548400.0,71320532.0
1176,23,2018-05-29 07:00:00,7141.0,7175.0,7080.5,7174.0,ok,1527544800.0,190246560.0
1177,22,2018-05-29 06:00:00,7174.0,7226.5,7120.0,7226.5,ok,1527541200.0,151579298.0
1178,21,2018-05-29 05:00:00,7226.5,7252.5,7208.0,7232.0,ok,1527537600.0,49257213.0
1179,20,2018-05-29 04:00:00,7232.0,7271.5,7221.0,7222.5,ok,1527534000.0,55912867.0
1180,19,2018-05-29 03:00:00,7222.5,7249.5,7222.5,7242.5,ok,1527530400.0,33567386.0
1181,18,2018-05-29 02:00:00,7242.5,7243.5,7203.0,7225.5,ok,1527526800.0,53030042.0
1182,17,2018-05-29 01:00:00,7225.5,7247.0,7213.5,7233.0,ok,1527523200.0,53937946.0
1183,16,2018-05-29 00:00:00,7233.0,7274.0,7220.0,7257.0,ok,1527519600.0,85749456.0
1184,15,2018-05-28 23:00:00,7257.0,7285.0,7246.0,7275.0,ok,1527516000.0,52301169.0
1185,14,2018-05-28 22:00:00,7275.0,7289.5,7266.5,7284.0,ok,1527512400.0,59743074.0
1186,13,2018-05-28 21:00:00,7284.0,7308.0,7190.0,7222.0,ok,1527508800.0,216735431.0
1187,12,2018-05-28 20:00:00,7222.0,7236.0,7217.5,7235.5,ok,1527505200.0,36713218.0
1188,11,2018-05-28 19:00:00,7235.5,7241.0,7215.5,7218.5,ok,1527501600.0,49544651.0
1189,10,2018-05-28 18:00:00,7218.5,7240.0,7213.5,7230.0,ok,1527498000.0,51254607.0
1190,9,2018-05-28 17:00:00,7230.0,7234.0,7215.0,7231.0,ok,1527494400.0,43499901.0
1191,8,2018-05-28 16:00:00,7231.0,7240.0,7209.0,7214.5,ok,1527490800.0,67445198.0
1192,7,2018-05-28 15:00:00,7214.5,7224.0,7186.0,7196.5,ok,1527487200.0,125280339.0
1193,6,2018-05-28 14:00:00,7196.5,7354.0,7155.0,7330.0,ok,1527483600.0,236415425.0
1194,5,2018-05-28 13:00:00,7330.0,7384.0,7308.5,7379.5,ok,1527480000.0,109609844.0
1195,4,2018-05-28 12:00:00,7379.5,7450.0,7355.5,7359.5,ok,1527476400.0,122485666.0
1196,3,2018-05-28 11:00:00,7359.5,7371.5,7349.0,7365.5,ok,1527472800.0,28641617.0
1197,2,2018-05-28 10:00:00,7365.5,7393.0,7311.0,7351.0,ok,1527469200.0,93790413.0
1198,1,2018-05-28 09:00:00,7351.0,7378.5,7330.0,7336.5,ok,1527465600.0,57999868.0
1199,0,2018-05-28 08:00:00,7336.5,7385.0,7325.5,7344.0,ok,1527462000.0,46357090.0
1200,49,2018-05-28 07:00:00,7344.0,7345.0,7322.0,7327.0,ok,1527458400.0,19675745.0
1201,48,2018-05-28 06:00:00,7327.0,7335.0,7305.5,7317.0,ok,1527454800.0,24156614.0
1202,47,2018-05-28 05:00:00,7317.0,7329.0,7294.5,7304.5,ok,1527451200.0,34328300.0
1203,46,2018-05-28 04:00:00,7304.5,7305.0,7277.5,7288.0,ok,1527447600.0,38450878.0
1204,45,2018-05-28 03:00:00,7288.0,7397.0,7274.0,7345.5,ok,1527444000.0,145847555.0
1205,44,2018-05-28 02:00:00,7345.5,7351.5,7323.0,7343.0,ok,1527440400.0,37371572.0
1206,43,2018-05-28 01:00:00,7343.0,7346.5,7324.5,7329.0,ok,1527436800.0,36266807.0
1207,42,2018-05-28 00:00:00,7329.0,7349.5,7323.0,7339.5,ok,1527433200.0,41332249.0
1208,41,2018-05-27 23:00:00,7339.5,7355.0,7291.5,7306.0,ok,1527429600.0,72968233.0
1209,40,2018-05-27 22:00:00,7306.0,7314.5,7281.0,7303.5,ok,1527426000.0,43101152.0
1210,39,2018-05-27 21:00:00,7303.5,7333.5,7293.0,7333.0,ok,1527422400.0,41664981.0
1211,38,2018-05-27 20:00:00,7333.0,7341.0,7288.5,7322.5,ok,1527418800.0,55367718.0
1212,37,2018-05-27 19:00:00,7322.5,7400.0,7306.0,7321.5,ok,1527415200.0,93606457.0
1213,36,2018-05-27 18:00:00,7321.5,7334.0,7300.0,7301.0,ok,1527411600.0,67334341.0
1214,35,2018-05-27 17:00:00,7301.0,7327.0,7240.0,7306.5,ok,1527408000.0,98069902.0
1215,34,2018-05-27 16:00:00,7306.5,7346.0,7260.0,7283.5,ok,1527404400.0,103312532.0
1216,33,2018-05-27 15:00:00,7283.5,7296.0,7269.5,7271.5,ok,1527400800.0,41882826.0
1217,32,2018-05-27 14:00:00,7271.5,7301.5,7241.0,7301.5,ok,1527397200.0,70922804.0
1218,31,2018-05-27 13:00:00,7301.5,7309.0,7279.0,7291.5,ok,1527393600.0,48977223.0
1219,30,2018-05-27 12:00:00,7291.5,7300.0,7272.0,7298.0,ok,1527390000.0,41425551.0
1220,29,2018-05-27 11:00:00,7298.0,7339.5,7271.5,7271.5,ok,1527386400.0,90000933.0
1221,28,2018-05-27 10:00:00,7271.5,7300.0,7236.5,7250.0,ok,1527382800.0,99351151.0
1222,27,2018-05-27 09:00:00,7250.0,7323.5,7189.0,7323.0,ok,1527379200.0,196089154.0
1223,26,2018-05-27 08:00:00,7323.0,7343.5,7288.0,7306.0,ok,1527375600.0,119757512.0
1224,25,2018-05-27 07:00:00,7306.0,7467.5,7261.5,7467.0,ok,1527372000.0,235390715.0
1225,24,2018-05-27 06:00:00,7467.0,7633.0,7437.0,7528.5,ok,1527368400.0,171256079.0
1226,23,2018-05-27 05:00:00,7528.5,7539.0,7526.5,7534.0,ok,1527364800.0,14980165.0
1227,22,2018-05-27 04:00:00,7534.0,7554.5,7522.0,7548.0,ok,1527361200.0,27058598.0
1228,21,2018-05-27 03:00:00,7548.0,7553.0,7536.5,7541.0,ok,1527357600.0,29151055.0
1229,20,2018-05-27 02:00:00,7541.0,7557.0,7526.5,7527.5,ok,1527354000.0,35696079.0
1230,19,2018-05-27 01:00:00,7527.5,7550.0,7521.0,7536.0,ok,1527350400.0,36381646.0
1231,18,2018-05-27 00:00:00,7536.0,7545.5,7521.5,7525.0,ok,1527346800.0,34245752.0
1232,17,2018-05-26 23:00:00,7525.0,7544.5,7517.5,7534.5,ok,1527343200.0,33118677.0
1233,16,2018-05-26 22:00:00,7534.5,7560.0,7512.0,7523.5,ok,1527339600.0,50018961.0
1234,15,2018-05-26 21:00:00,7523.5,7550.5,7485.0,7530.5,ok,1527336000.0,109070411.0
1235,14,2018-05-26 20:00:00,7530.5,7550.0,7527.5,7539.0,ok,1527332400.0,28737518.0
1236,13,2018-05-26 19:00:00,7539.0,7549.5,7524.0,7545.0,ok,1527328800.0,39035738.0
1237,12,2018-05-26 18:00:00,7545.0,7562.5,7534.0,7544.0,ok,1527325200.0,39084866.0
1238,11,2018-05-26 17:00:00,7544.0,7566.5,7533.0,7558.5,ok,1527321600.0,60358188.0
1239,10,2018-05-26 16:00:00,7558.5,7648.0,7409.5,7415.0,ok,1527318000.0,188245326.0
1240,9,2018-05-26 15:00:00,7415.0,7438.0,7405.5,7432.0,ok,1527314400.0,38359744.0
1241,8,2018-05-26 14:00:00,7432.0,7434.0,7375.0,7387.0,ok,1527310800.0,65138959.0
1242,7,2018-05-26 13:00:00,7387.0,7436.0,7374.0,7434.0,ok,1527307200.0,83718182.0
1243,6,2018-05-26 12:00:00,7434.0,7437.0,7419.5,7420.0,ok,1527303600.0,23778533.0
1244,5,2018-05-26 11:00:00,7420.0,7454.0,7413.5,7439.0,ok,1527300000.0,39959524.0
1245,4,2018-05-26 10:00:00,7439.0,7462.0,7427.0,7441.5,ok,1527296400.0,34601801.0
1246,3,2018-05-26 09:00:00,7441.5,7464.5,7423.0,7464.5,ok,1527292800.0,46154139.0
1247,2,2018-05-26 08:00:00,7464.5,7515.0,7380.0,7399.5,ok,1527289200.0,93087332.0
1248,1,2018-05-26 07:00:00,7399.5,7444.0,7366.0,7444.0,ok,1527285600.0,94475284.0
1249,0,2018-05-26 06:00:00,7444.0,7447.5,7421.0,7447.0,ok,1527282000.0,27461017.0
1250,49,2018-05-26 05:00:00,7447.0,7458.0,7407.0,7425.0,ok,1527278400.0,60703973.0
1251,48,2018-05-26 04:00:00,7425.0,7435.0,7363.5,7428.5,ok,1527274800.0,102939615.0
1252,47,2018-05-26 03:00:00,7428.5,7451.5,7401.0,7431.5,ok,1527271200.0,121408452.0
1253,46,2018-05-26 02:00:00,7431.5,7484.5,7406.0,7474.5,ok,1527267600.0,137491593.0
1254,45,2018-05-26 01:00:00,7474.5,7499.0,7452.0,7498.5,ok,1527264000.0,52182617.0
1255,44,2018-05-26 00:00:00,7498.5,7522.0,7425.0,7469.5,ok,1527260400.0,111068334.0
1256,43,2018-05-25 23:00:00,7469.5,7514.5,7461.5,7481.5,ok,1527256800.0,67217721.0
1257,42,2018-05-25 22:00:00,7481.5,7505.0,7460.0,7504.5,ok,1527253200.0,73844194.0
1258,41,2018-05-25 21:00:00,7504.5,7555.0,7457.0,7457.0,ok,1527249600.0,130117827.0
1259,40,2018-05-25 20:00:00,7457.0,7478.0,7320.0,7368.5,ok,1527246000.0,202394409.0
1260,39,2018-05-25 19:00:00,7368.5,7465.5,7320.0,7409.0,ok,1527242400.0,151144463.0
1261,38,2018-05-25 18:00:00,7409.0,7450.0,7395.0,7449.5,ok,1527238800.0,83672128.0
1262,37,2018-05-25 17:00:00,7449.5,7456.0,7385.0,7420.0,ok,1527235200.0,133856573.0
1263,36,2018-05-25 16:00:00,7420.0,7519.0,7357.5,7505.5,ok,1527231600.0,270673578.0
1264,35,2018-05-25 15:00:00,7505.5,7648.0,7475.0,7622.0,ok,1527228000.0,156473416.0
1265,34,2018-05-25 14:00:00,7622.0,7640.0,7578.5,7592.0,ok,1527224400.0,69663421.0
1266,33,2018-05-25 13:00:00,7592.0,7619.5,7566.5,7596.0,ok,1527220800.0,74625993.0
1267,32,2018-05-25 12:00:00,7596.0,7633.5,7574.5,7623.0,ok,1527217200.0,86433569.0
1268,31,2018-05-25 11:00:00,7623.0,7664.0,7553.5,7567.0,ok,1527213600.0,111486543.0
1269,30,2018-05-25 10:00:00,7567.0,7568.0,7515.0,7550.5,ok,1527210000.0,57474323.0
1270,29,2018-05-25 09:00:00,7550.5,7577.5,7523.5,7568.0,ok,1527206400.0,55394877.0
1271,28,2018-05-25 08:00:00,7568.0,7614.5,7535.5,7576.0,ok,1527202800.0,91760658.0
1272,27,2018-05-25 07:00:00,7576.0,7585.0,7516.0,7525.5,ok,1527199200.0,60584818.0
1273,26,2018-05-25 06:00:00,7525.5,7560.0,7475.0,7547.0,ok,1527195600.0,89359222.0
1274,25,2018-05-25 05:00:00,7547.0,7576.0,7510.0,7576.0,ok,1527192000.0,90377423.0
1275,24,2018-05-25 04:00:00,7576.0,7629.5,7549.0,7582.0,ok,1527188400.0,95389381.0
1276,23,2018-05-25 03:00:00,7582.0,7598.0,7488.5,7511.5,ok,1527184800.0,117461398.0
1277,22,2018-05-25 02:00:00,7511.5,7544.5,7451.5,7521.0,ok,1527181200.0,115164015.0
1278,21,2018-05-25 01:00:00,7521.0,7560.0,7485.0,7556.5,ok,1527177600.0,106181691.0
1279,20,2018-05-25 00:00:00,7556.5,7575.0,7489.0,7502.5,ok,1527174000.0,117778536.0
1280,19,2018-05-24 23:00:00,7502.5,7596.5,7461.0,7490.5,ok,1527170400.0,166782871.0
1281,18,2018-05-24 22:00:00,7490.5,7535.0,7477.0,7495.5,ok,1527166800.0,185135177.0
1282,17,2018-05-24 21:00:00,7495.5,7566.0,7265.0,7365.0,ok,1527163200.0,338521762.0
1283,16,2018-05-24 20:00:00,7365.0,7395.0,7336.0,7347.5,ok,1527159600.0,137803780.0
1284,15,2018-05-24 19:00:00,7347.5,7398.0,7288.0,7369.0,ok,1527156000.0,178453920.0
1285,14,2018-05-24 18:00:00,7369.0,7414.5,7256.0,7398.0,ok,1527152400.0,349812888.0
1286,13,2018-05-24 17:00:00,7398.0,7564.0,7355.0,7560.0,ok,1527148800.0,394805476.0
1287,12,2018-05-24 16:00:00,7560.0,7675.5,7525.5,7647.0,ok,1527145200.0,171042061.0
1288,11,2018-05-24 15:00:00,7647.0,7698.0,7628.0,7690.5,ok,1527141600.0,106170991.0
1289,10,2018-05-24 14:00:00,7690.5,7717.5,7666.0,7717.5,ok,1527138000.0,74229608.0
1290,9,2018-05-24 13:00:00,7717.5,7740.0,7606.5,7607.0,ok,1527134400.0,177414475.0
1291,8,2018-05-24 12:00:00,7607.0,7645.0,7563.5,7572.5,ok,1527130800.0,117949106.0
1292,7,2018-05-24 11:00:00,7572.5,7614.5,7557.0,7590.0,ok,1527127200.0,78349324.0
1293,6,2018-05-24 10:00:00,7590.0,7635.5,7565.0,7574.5,ok,1527123600.0,152089853.0
1294,5,2018-05-24 09:00:00,7574.5,7612.5,7505.0,7506.0,ok,1527120000.0,130844309.0
1295,4,2018-05-24 08:00:00,7506.0,7571.5,7456.0,7556.0,ok,1527116400.0,193567089.0
1296,3,2018-05-24 07:00:00,7556.0,7634.5,7540.5,7631.0,ok,1527112800.0,104071142.0
1297,2,2018-05-24 06:00:00,7631.0,7641.5,7555.0,7592.0,ok,1527109200.0,93972814.0
1298,1,2018-05-24 05:00:00,7592.0,7658.0,7512.0,7591.0,ok,1527105600.0,207222294.0
1299,0,2018-05-24 04:00:00,7591.0,7629.5,7496.0,7496.0,ok,1527102000.0,172438383.0
1300,49,2018-05-24 03:00:00,7496.0,7548.0,7444.0,7516.0,ok,1527098400.0,268887841.0
1301,48,2018-05-24 02:00:00,7516.0,7640.0,7430.5,7620.5,ok,1527094800.0,378128115.0
1302,47,2018-05-24 01:00:00,7620.5,7719.5,7528.5,7719.0,ok,1527091200.0,512688656.0
1303,46,2018-05-24 00:00:00,7719.0,7914.0,7671.0,7898.5,ok,1527087600.0,373359035.0
1304,45,2018-05-23 23:00:00,7898.5,7913.0,7875.0,7908.0,ok,1527084000.0,93127363.0
1305,44,2018-05-23 22:00:00,7908.0,7938.0,7892.0,7916.5,ok,1527080400.0,102492952.0
1306,43,2018-05-23 21:00:00,7916.5,7946.0,7855.0,7860.0,ok,1527076800.0,152300220.0
1307,42,2018-05-23 20:00:00,7860.0,7882.0,7823.5,7864.5,ok,1527073200.0,131804977.0
1308,41,2018-05-23 19:00:00,7864.5,7913.5,7851.5,7860.0,ok,1527069600.0,130796755.0
1309,40,2018-05-23 18:00:00,7860.0,7869.5,7825.5,7857.5,ok,1527066000.0,101098191.0
1310,39,2018-05-23 17:00:00,7857.5,7893.5,7817.0,7868.0,ok,1527062400.0,159281950.0
1311,38,2018-05-23 16:00:00,7868.0,7945.0,7810.0,7945.0,ok,1527058800.0,214403138.0
1312,37,2018-05-23 15:00:00,7945.0,7953.5,7908.5,7919.0,ok,1527055200.0,84296530.0
1313,36,2018-05-23 14:00:00,7919.0,7931.5,7896.5,7903.0,ok,1527051600.0,63662898.0
1314,35,2018-05-23 13:00:00,7903.0,7949.0,7871.5,7941.5,ok,1527048000.0,115349469.0
1315,34,2018-05-23 12:00:00,7941.5,7969.0,7893.0,7896.0,ok,1527044400.0,96173284.0
1316,33,2018-05-23 11:00:00,7896.0,7916.0,7870.5,7904.0,ok,1527040800.0,95400538.0
1317,32,2018-05-23 10:00:00,7904.0,7960.0,7856.5,7952.0,ok,1527037200.0,268935134.0
1318,31,2018-05-23 09:00:00,7952.0,8028.5,7950.0,7989.0,ok,1527033600.0,125906434.0
1319,30,2018-05-23 08:00:00,7989.0,8036.0,7972.5,7974.0,ok,1527030000.0,153213444.0
1320,29,2018-05-23 07:00:00,7974.0,8095.0,7950.0,8074.5,ok,1527026400.0,225103500.0
1321,28,2018-05-23 06:00:00,8074.5,8116.5,8050.5,8110.5,ok,1527022800.0,198302202.0
1322,27,2018-05-23 05:00:00,8110.5,8210.0,8080.0,8193.0,ok,1527019200.0,155276828.0
1323,26,2018-05-23 04:00:00,8193.0,8234.0,8173.5,8219.5,ok,1527015600.0,70349156.0
1324,25,2018-05-23 03:00:00,8219.5,8225.5,8188.0,8215.0,ok,1527012000.0,71999361.0
1325,24,2018-05-23 02:00:00,8215.0,8238.5,8207.0,8230.5,ok,1527008400.0,47097679.0
1326,23,2018-05-23 01:00:00,8230.5,8253.5,8225.0,8235.0,ok,1527004800.0,50786560.0
1327,22,2018-05-23 00:00:00,8235.0,8264.0,8222.5,8237.0,ok,1527001200.0,82550427.0
1328,21,2018-05-22 23:00:00,8237.0,8258.5,8214.0,8229.5,ok,1526997600.0,80543552.0
1329,20,2018-05-22 22:00:00,8229.5,8247.0,8196.0,8196.5,ok,1526994000.0,125513350.0
1330,19,2018-05-22 21:00:00,8196.5,8225.5,8155.5,8216.5,ok,1526990400.0,242366102.0
1331,18,2018-05-22 20:00:00,8216.5,8273.5,8203.5,8272.0,ok,1526986800.0,134446058.0
1332,17,2018-05-22 19:00:00,8272.0,8273.5,8239.5,8240.0,ok,1526983200.0,96890190.0
1333,16,2018-05-22 18:00:00,8240.0,8291.0,8217.0,8286.0,ok,1526979600.0,186854880.0
1334,15,2018-05-22 17:00:00,8286.0,8314.5,8285.5,8311.5,ok,1526976000.0,55050247.0
1335,14,2018-05-22 16:00:00,8311.5,8324.5,8300.0,8316.0,ok,1526972400.0,48590286.0
1336,13,2018-05-22 15:00:00,8316.0,8354.5,8288.0,8288.5,ok,1526968800.0,97805741.0
1337,12,2018-05-22 14:00:00,8288.5,8306.0,8275.0,8282.5,ok,1526965200.0,41235062.0
1338,11,2018-05-22 13:00:00,8282.5,8325.0,8271.5,8314.5,ok,1526961600.0,75701582.0
1339,10,2018-05-22 12:00:00,8314.5,8318.5,8289.0,8293.0,ok,1526958000.0,55999147.0
1340,9,2018-05-22 11:00:00,8293.0,8313.5,8272.0,8291.0,ok,1526954400.0,63010693.0
1341,8,2018-05-22 10:00:00,8291.0,8372.0,8255.0,8371.5,ok,1526950800.0,188360972.0
1342,7,2018-05-22 09:00:00,8371.5,8407.0,8332.0,8397.0,ok,1526947200.0,58464663.0
1343,6,2018-05-22 08:00:00,8397.0,8423.5,8380.0,8402.0,ok,1526943600.0,51264505.0
1344,5,2018-05-22 07:00:00,8402.0,8404.5,8369.5,8390.0,ok,1526940000.0,41788575.0
1345,4,2018-05-22 06:00:00,8390.0,8420.0,8381.0,8415.0,ok,1526936400.0,45927687.0
1346,3,2018-05-22 05:00:00,8415.0,8454.5,8367.5,8377.5,ok,1526932800.0,83763018.0
