,level_0,index,close,high,low,open,s,t,v
6416,33,2017-10-22 23:00:00,6001.0,6020.0,5841.0,5868.8,ok,1508680800.0,52861188.0
6417,32,2017-10-22 22:00:00,5868.8,5889.0,5834.0,5868.2,ok,1508677200.0,21177276.0
6418,31,2017-10-22 21:00:00,5868.2,5907.0,5772.5,5815.3,ok,1508673600.0,43591723.0
6419,30,2017-10-22 20:00:00,5815.3,5839.9,5720.0,5789.9,ok,1508670000.0,53149569.0
6420,29,2017-10-22 19:00:00,5789.9,5857.8,5770.2,5812.3,ok,1508666400.0,29912325.0
6421,28,2017-10-22 18:00:00,5812.3,5919.6,5776.1,5916.0,ok,1508662800.0,31577009.0
6422,27,2017-10-22 17:00:00,5916.0,5930.0,5865.8,5915.0,ok,1508659200.0,23800775.0
6423,26,2017-10-22 16:00:00,5915.0,5947.5,5871.1,5878.4,ok,1508655600.0,30830459.0
6424,25,2017-10-22 15:00:00,5878.4,5884.3,5778.2,5852.5,ok,1508652000.0,39433881.0
6425,24,2017-10-22 14:00:00,5852.5,5893.3,5760.4,5762.0,ok,1508648400.0,47073708.0
6426,23,2017-10-22 13:00:00,5762.0,5951.4,5750.0,5950.4,ok,1508644800.0,103235523.0
6427,22,2017-10-22 12:00:00,5950.4,5973.2,5930.0,5943.0,ok,1508641200.0,20638839.0
6428,21,2017-10-22 11:00:00,5943.0,6036.4,5908.3,6033.2,ok,1508637600.0,50117770.0
6429,20,2017-10-22 10:00:00,6033.2,6063.8,6025.0,6060.9,ok,1508634000.0,12557068.0
6430,19,2017-10-22 09:00:00,6060.9,6080.2,6010.0,6018.7,ok,1508630400.0,20836797.0
6431,18,2017-10-22 08:00:00,6018.7,6089.5,6002.4,6089.4,ok,1508626800.0,34324574.0
6432,17,2017-10-22 07:00:00,6089.4,6097.5,6053.3,6075.0,ok,1508623200.0,16996006.0
6433,16,2017-10-22 06:00:00,6075.0,6126.1,6052.5,6102.4,ok,1508619600.0,23764842.0
6434,15,2017-10-22 05:00:00,6102.4,6127.4,6023.0,6023.4,ok,1508616000.0,43989094.0
6435,14,2017-10-22 04:00:00,6023.4,6050.0,6008.3,6048.8,ok,1508612400.0,22899337.0
6436,13,2017-10-22 03:00:00,6048.8,6058.9,5958.4,5997.0,ok,1508608800.0,41888853.0
6437,12,2017-10-22 02:00:00,5997.0,6127.0,5875.0,6118.9,ok,1508605200.0,142088872.0
6438,11,2017-10-22 01:00:00,6118.9,6164.0,6106.1,6151.6,ok,1508601600.0,27036702.0
6439,10,2017-10-22 00:00:00,6151.6,6167.0,6119.1,6121.4,ok,1508598000.0,18581152.0
6440,9,2017-10-21 23:00:00,6121.4,6220.0,6105.7,6109.7,ok,1508594400.0,73243973.0
6441,8,2017-10-21 22:00:00,6109.7,6121.0,6094.5,6094.6,ok,1508590800.0,12245818.0
6442,7,2017-10-21 21:00:00,6094.6,6155.0,6065.1,6095.9,ok,1508587200.0,54414182.0
6443,6,2017-10-21 20:00:00,6095.9,6118.3,6080.4,6094.1,ok,1508583600.0,20068962.0
6444,5,2017-10-21 19:00:00,6094.1,6120.0,6050.3,6079.0,ok,1508580000.0,25078052.0
6445,4,2017-10-21 18:00:00,6079.0,6087.0,6064.8,6072.7,ok,1508576400.0,8229039.0
6446,3,2017-10-21 17:00:00,6072.7,6127.2,6060.6,6127.2,ok,1508572800.0,22320376.0
6447,2,2017-10-21 16:00:00,6127.2,6143.2,6077.5,6077.5,ok,1508569200.0,19704976.0
6448,1,2017-10-21 15:00:00,6077.5,6116.0,6062.0,6084.5,ok,1508565600.0,16639254.0
6449,0,2017-10-21 14:00:00,6084.5,6102.0,6025.5,6051.9,ok,1508562000.0,23951236.0
6450,49,2017-10-21 13:00:00,6051.9,6162.3,6005.0,6096.3,ok,1508558400.0,70116378.0
6451,48,2017-10-21 12:00:00,6096.3,6140.1,6063.3,6063.4,ok,1508554800.0,36920985.0
6452,47,2017-10-21 11:00:00,6063.4,6110.0,6055.3,6057.1,ok,1508551200.0,31729639.0
6453,46,2017-10-21 10:00:00,6057.1,6101.1,5980.6,5980.6,ok,1508547600.0,39775065.0
6454,45,2017-10-21 09:00:00,5980.6,6022.1,5970.0,6017.5,ok,1508544000.0,28240932.0
6455,44,2017-10-21 08:00:00,6017.5,6061.3,6007.4,6043.5,ok,1508540400.0,25837188.0
6456,43,2017-10-21 07:00:00,6043.5,6049.0,5956.5,5984.4,ok,1508536800.0,34429058.0
6457,42,2017-10-21 06:00:00,5984.4,6018.0,5945.8,5997.0,ok,1508533200.0,35307311.0
6458,41,2017-10-21 05:00:00,5997.0,6168.9,5964.0,6122.1,ok,1508529600.0,90011179.0
6459,40,2017-10-21 04:00:00,6122.1,6148.0,6015.2,6015.1,ok,1508526000.0,41164942.0
6460,39,2017-10-21 03:00:00,6015.1,6045.0,6009.7,6010.5,ok,1508522400.0,31894679.0
6461,38,2017-10-21 02:00:00,6010.5,6041.9,5973.8,6041.8,ok,1508518800.0,42885359.0
6462,37,2017-10-21 01:00:00,6041.8,6058.0,5972.5,6008.9,ok,1508515200.0,59931225.0
6463,36,2017-10-21 00:00:00,6008.9,6113.8,5943.0,5998.9,ok,1508511600.0,119687688.0
6464,35,2017-10-20 23:00:00,5998.9,6097.0,5701.6,5702.0,ok,1508508000.0,189272928.0
6465,34,2017-10-20 22:00:00,5702.0,5715.9,5641.1,5650.0,ok,1508504400.0,24149398.0
6466,33,2017-10-20 21:00:00,5650.0,5667.0,5637.0,5642.0,ok,1508500800.0,11007906.0
6467,32,2017-10-20 20:00:00,5642.0,5677.1,5635.0,5660.9,ok,1508497200.0,11947706.0
6468,31,2017-10-20 19:00:00,5660.9,5674.0,5635.0,5646.0,ok,1508493600.0,16569882.0
6469,30,2017-10-20 18:00:00,5646.0,5654.4,5621.7,5652.0,ok,1508490000.0,15169484.0
6470,29,2017-10-20 17:00:00,5652.0,5677.4,5631.0,5643.5,ok,1508486400.0,18706218.0
6471,28,2017-10-20 16:00:00,5643.5,5658.7,5612.1,5615.0,ok,1508482800.0,15798858.0
6472,27,2017-10-20 15:00:00,5615.0,5688.5,5602.0,5672.1,ok,1508479200.0,33381335.0
6473,26,2017-10-20 14:00:00,5672.1,5691.4,5631.1,5690.1,ok,1508475600.0,20701699.0
6474,25,2017-10-20 13:00:00,5690.1,5735.0,5680.4,5693.1,ok,1508472000.0,23325939.0
6475,24,2017-10-20 12:00:00,5693.1,5700.9,5665.7,5665.7,ok,1508468400.0,11752945.0
6476,23,2017-10-20 11:00:00,5665.7,5703.6,5658.5,5694.0,ok,1508464800.0,17930388.0
6477,22,2017-10-20 10:00:00,5694.0,5727.4,5682.0,5727.3,ok,1508461200.0,14567403.0
6478,21,2017-10-20 09:00:00,5727.3,5728.6,5700.7,5700.8,ok,1508457600.0,7127474.0
6479,20,2017-10-20 08:00:00,5700.8,5740.0,5697.0,5721.7,ok,1508454000.0,14631867.0
6480,19,2017-10-20 07:00:00,5721.7,5752.9,5708.4,5735.9,ok,1508450400.0,20165991.0
6481,18,2017-10-20 06:00:00,5735.9,5735.9,5693.4,5714.9,ok,1508446800.0,11894633.0
6482,17,2017-10-20 05:00:00,5714.9,5732.8,5620.0,5623.7,ok,1508443200.0,33544009.0
6483,16,2017-10-20 04:00:00,5623.7,5655.2,5617.7,5653.8,ok,1508439600.0,15585117.0
6484,15,2017-10-20 03:00:00,5653.8,5675.0,5641.0,5667.6,ok,1508436000.0,13670123.0
6485,14,2017-10-20 02:00:00,5667.6,5677.4,5639.9,5662.2,ok,1508432400.0,18454292.0
6486,13,2017-10-20 01:00:00,5662.2,5692.9,5625.6,5640.0,ok,1508428800.0,25488182.0
6487,12,2017-10-20 00:00:00,5640.0,5728.0,5604.7,5706.9,ok,1508425200.0,47007530.0
6488,11,2017-10-19 23:00:00,5706.9,5757.9,5697.0,5733.9,ok,1508421600.0,30241908.0
6489,10,2017-10-19 22:00:00,5733.9,5744.6,5636.9,5665.0,ok,1508418000.0,32433521.0
6490,9,2017-10-19 21:00:00,5665.0,5708.5,5629.1,5695.1,ok,1508414400.0,33328547.0
6491,8,2017-10-19 20:00:00,5695.1,5731.7,5686.1,5710.9,ok,1508410800.0,26659722.0
6492,7,2017-10-19 19:00:00,5710.9,5742.9,5679.1,5711.5,ok,1508407200.0,38169082.0
6493,6,2017-10-19 18:00:00,5711.5,5732.9,5607.2,5650.1,ok,1508403600.0,34969396.0
6494,5,2017-10-19 17:00:00,5650.1,5680.0,5589.0,5610.5,ok,1508400000.0,34813994.0
6495,4,2017-10-19 16:00:00,5610.5,5624.4,5557.0,5561.5,ok,1508396400.0,29622167.0
6496,3,2017-10-19 15:00:00,5561.5,5642.9,5558.3,5603.0,ok,1508392800.0,27821223.0
6497,2,2017-10-19 14:00:00,5603.0,5667.0,5600.9,5639.0,ok,1508389200.0,22389579.0
6498,1,2017-10-19 13:00:00,5639.0,5684.0,5626.2,5635.0,ok,1508385600.0,33299140.0
6499,0,2017-10-19 12:00:00,5635.0,5641.5,5581.1,5597.5,ok,1508382000.0,15743931.0
6500,49,2017-10-19 11:00:00,5597.5,5649.0,5569.4,5634.7,ok,1508378400.0,25580136.0
6501,48,2017-10-19 10:00:00,5634.7,5666.0,5550.0,5555.0,ok,1508374800.0,41592607.0
6502,47,2017-10-19 09:00:00,5555.0,5593.4,5527.0,5590.8,ok,1508371200.0,28133848.0
6503,46,2017-10-19 08:00:00,5590.8,5647.9,5559.2,5603.2,ok,1508367600.0,33173913.0
6504,45,2017-10-19 07:00:00,5603.2,5630.0,5509.9,5509.9,ok,1508364000.0,39821174.0
6505,44,2017-10-19 06:00:00,5509.9,5549.9,5487.2,5513.3,ok,1508360400.0,32226730.0
6506,43,2017-10-19 05:00:00,5513.3,5535.0,5391.9,5392.2,ok,1508356800.0,42381532.0
6507,42,2017-10-19 04:00:00,5392.2,5434.9,5388.0,5419.9,ok,1508353200.0,14692914.0
6508,41,2017-10-19 03:00:00,5419.9,5460.0,5370.0,5376.0,ok,1508349600.0,26117164.0
6509,40,2017-10-19 02:00:00,5376.0,5450.0,5363.3,5385.8,ok,1508346000.0,40408675.0
6510,39,2017-10-19 01:00:00,5385.8,5444.2,5330.2,5336.9,ok,1508342400.0,62895070.0
6511,38,2017-10-19 00:00:00,5336.9,5374.0,5176.9,5213.8,ok,1508338800.0,57638352.0
6512,37,2017-10-18 23:00:00,5213.8,5220.0,5100.0,5156.9,ok,1508335200.0,85667687.0
6513,36,2017-10-18 22:00:00,5156.9,5295.0,5153.3,5288.1,ok,1508331600.0,67247517.0
6514,35,2017-10-18 21:00:00,5288.1,5348.6,5276.1,5304.8,ok,1508328000.0,32014340.0
6515,34,2017-10-18 20:00:00,5304.8,5322.6,5240.0,5307.6,ok,1508324400.0,50009442.0
6516,33,2017-10-18 19:00:00,5307.6,5354.0,5257.0,5353.9,ok,1508320800.0,43568135.0
6517,32,2017-10-18 18:00:00,5353.9,5400.0,5334.1,5352.1,ok,1508317200.0,34317678.0
6518,31,2017-10-18 17:00:00,5352.1,5368.3,5220.2,5280.2,ok,1508313600.0,71266018.0
6519,30,2017-10-18 16:00:00,5280.2,5388.0,5280.0,5320.5,ok,1508310000.0,53165652.0
6520,29,2017-10-18 15:00:00,5320.5,5506.6,5320.4,5503.4,ok,1508306400.0,94328304.0
6521,28,2017-10-18 14:00:00,5503.4,5536.1,5487.2,5523.5,ok,1508302800.0,17246688.0
6522,27,2017-10-18 13:00:00,5523.5,5556.0,5487.7,5488.1,ok,1508299200.0,28385578.0
6523,26,2017-10-18 12:00:00,5488.1,5502.8,5456.4,5488.2,ok,1508295600.0,28688176.0
6524,25,2017-10-18 11:00:00,5488.2,5513.9,5450.0,5481.0,ok,1508292000.0,35232531.0
6525,24,2017-10-18 10:00:00,5481.0,5525.6,5476.2,5523.2,ok,1508288400.0,26315582.0
6526,23,2017-10-18 09:00:00,5523.2,5600.0,5480.0,5600.0,ok,1508284800.0,51099142.0
6527,22,2017-10-18 08:00:00,5600.0,5617.7,5568.5,5568.5,ok,1508281200.0,12333461.0
6528,21,2017-10-18 07:00:00,5568.5,5604.4,5557.9,5578.1,ok,1508277600.0,13832735.0
6529,20,2017-10-18 06:00:00,5578.1,5608.1,5574.0,5583.8,ok,1508274000.0,14462832.0
6530,19,2017-10-18 05:00:00,5583.8,5655.5,5560.0,5639.0,ok,1508270400.0,27154697.0
6531,18,2017-10-18 04:00:00,5639.0,5650.4,5617.4,5617.5,ok,1508266800.0,10012785.0
6532,17,2017-10-18 03:00:00,5617.5,5657.7,5611.0,5630.0,ok,1508263200.0,15156306.0
6533,16,2017-10-18 02:00:00,5630.0,5652.8,5567.3,5583.1,ok,1508259600.0,30819907.0
6534,15,2017-10-18 01:00:00,5583.1,5605.0,5579.5,5585.5,ok,1508256000.0,14075648.0
6535,14,2017-10-18 00:00:00,5585.5,5602.8,5563.0,5568.2,ok,1508252400.0,17221753.0
6536,13,2017-10-17 23:00:00,5568.2,5620.4,5566.0,5589.5,ok,1508248800.0,20228826.0
6537,12,2017-10-17 22:00:00,5589.5,5603.7,5555.0,5562.5,ok,1508245200.0,19295072.0
6538,11,2017-10-17 21:00:00,5562.5,5584.5,5510.0,5555.7,ok,1508241600.0,45725263.0
6539,10,2017-10-17 20:00:00,5555.7,5653.5,5510.0,5630.1,ok,1508238000.0,61379915.0
6540,9,2017-10-17 19:00:00,5630.1,5681.0,5620.0,5681.1,ok,1508234400.0,15201823.0
6541,8,2017-10-17 18:00:00,5681.1,5694.7,5662.0,5694.6,ok,1508230800.0,13315646.0
6542,7,2017-10-17 17:00:00,5694.6,5704.5,5646.0,5651.0,ok,1508227200.0,19269782.0
6543,6,2017-10-17 16:00:00,5651.0,5687.0,5645.0,5669.6,ok,1508223600.0,15165083.0
6544,5,2017-10-17 15:00:00,5669.6,5689.0,5605.4,5607.0,ok,1508220000.0,25728876.0
6545,4,2017-10-17 14:00:00,5607.0,5660.0,5607.0,5659.9,ok,1508216400.0,15137385.0
6546,3,2017-10-17 13:00:00,5659.9,5670.0,5632.5,5651.3,ok,1508212800.0,16727680.0
6547,2,2017-10-17 12:00:00,5651.3,5659.5,5580.0,5642.0,ok,1508209200.0,26801060.0
6548,1,2017-10-17 11:00:00,5642.0,5669.4,5600.0,5617.9,ok,1508205600.0,36515149.0
6549,0,2017-10-17 10:00:00,5617.9,5789.4,5584.5,5789.5,ok,1508202000.0,64927340.0
6550,49,2017-10-17 09:00:00,5789.5,5819.9,5770.2,5795.0,ok,1508198400.0,17552049.0
6551,48,2017-10-17 08:00:00,5795.0,5876.2,5722.7,5723.0,ok,1508194800.0,75777957.0
6552,47,2017-10-17 07:00:00,5723.0,5732.1,5700.3,5720.0,ok,1508191200.0,11785984.0
6553,46,2017-10-17 06:00:00,5720.0,5742.0,5670.7,5687.8,ok,1508187600.0,18977168.0
6554,45,2017-10-17 05:00:00,5687.8,5757.3,5681.1,5737.7,ok,1508184000.0,26296036.0
6555,44,2017-10-17 04:00:00,5737.7,5737.7,5685.9,5692.0,ok,1508180400.0,16242108.0
6556,43,2017-10-17 03:00:00,5692.0,5716.2,5677.3,5695.7,ok,1508176800.0,10651601.0
6557,42,2017-10-17 02:00:00,5695.7,5709.2,5649.0,5651.1,ok,1508173200.0,13408213.0
6558,41,2017-10-17 01:00:00,5651.1,5717.5,5648.0,5711.6,ok,1508169600.0,20712348.0
6559,40,2017-10-17 00:00:00,5711.6,5722.9,5664.6,5705.1,ok,1508166000.0,19585929.0
6560,39,2017-10-16 23:00:00,5705.1,5725.0,5690.0,5693.6,ok,1508162400.0,15287925.0
6561,38,2017-10-16 22:00:00,5693.6,5730.8,5670.1,5723.3,ok,1508158800.0,20940804.0
6562,37,2017-10-16 21:00:00,5723.3,5779.9,5705.8,5749.2,ok,1508155200.0,21817638.0
6563,36,2017-10-16 20:00:00,5749.2,5773.4,5690.0,5691.0,ok,1508151600.0,29011651.0
6564,35,2017-10-16 19:00:00,5691.0,5722.0,5610.9,5629.0,ok,1508148000.0,33284449.0
6565,34,2017-10-16 18:00:00,5629.0,5648.0,5531.1,5592.0,ok,1508144400.0,29451078.0
6566,33,2017-10-16 17:00:00,5592.0,5624.1,5563.3,5616.8,ok,1508140800.0,15210829.0
6567,32,2017-10-16 16:00:00,5616.8,5669.6,5555.4,5669.5,ok,1508137200.0,22411658.0
6568,31,2017-10-16 15:00:00,5669.5,5675.6,5622.6,5673.4,ok,1508133600.0,13416214.0
6569,30,2017-10-16 14:00:00,5673.4,5701.2,5603.0,5606.0,ok,1508130000.0,27654968.0
6570,29,2017-10-16 13:00:00,5606.0,5655.1,5601.0,5617.9,ok,1508126400.0,15465112.0
6571,28,2017-10-16 12:00:00,5617.9,5706.1,5611.0,5693.9,ok,1508122800.0,15645745.0
6572,27,2017-10-16 11:00:00,5693.9,5724.9,5684.7,5690.0,ok,1508119200.0,9159660.0
6573,26,2017-10-16 10:00:00,5690.0,5720.5,5661.8,5720.0,ok,1508115600.0,14572592.0
6574,25,2017-10-16 09:00:00,5720.0,5733.5,5690.0,5711.1,ok,1508112000.0,15488455.0
6575,24,2017-10-16 08:00:00,5711.1,5758.6,5667.8,5728.9,ok,1508108400.0,48223241.0
6576,23,2017-10-16 07:00:00,5728.9,5732.3,5579.1,5583.5,ok,1508104800.0,50931735.0
6577,22,2017-10-16 06:00:00,5583.5,5583.5,5497.5,5528.2,ok,1508101200.0,29770297.0
6578,21,2017-10-16 05:00:00,5528.2,5531.6,5470.1,5483.8,ok,1508097600.0,37914123.0
6579,20,2017-10-16 04:00:00,5483.8,5519.9,5481.7,5506.9,ok,1508094000.0,16640384.0
6580,19,2017-10-16 03:00:00,5506.9,5524.7,5471.8,5503.6,ok,1508090400.0,19578102.0
6581,18,2017-10-16 02:00:00,5503.6,5527.4,5480.7,5491.7,ok,1508086800.0,12627478.0
6582,17,2017-10-16 01:00:00,5491.7,5546.6,5464.9,5525.8,ok,1508083200.0,21619188.0
6583,16,2017-10-16 00:00:00,5525.8,5573.4,5511.6,5548.6,ok,1508079600.0,18288901.0
6584,15,2017-10-15 23:00:00,5548.6,5558.1,5499.3,5541.6,ok,1508076000.0,17570488.0
6585,14,2017-10-15 22:00:00,5541.6,5550.0,5465.3,5476.6,ok,1508072400.0,28519694.0
6586,13,2017-10-15 21:00:00,5476.6,5515.1,5405.5,5413.0,ok,1508068800.0,39535896.0
6587,12,2017-10-15 20:00:00,5413.0,5574.1,5405.0,5551.0,ok,1508065200.0,55009363.0
6588,11,2017-10-15 19:00:00,5551.0,5575.0,5505.9,5528.6,ok,1508061600.0,30029734.0
6589,10,2017-10-15 18:00:00,5528.6,5575.1,5431.0,5575.0,ok,1508058000.0,68443993.0
6590,9,2017-10-15 17:00:00,5575.0,5788.0,5500.2,5788.7,ok,1508054400.0,104869138.0
6591,8,2017-10-15 16:00:00,5788.7,5831.6,5765.5,5801.5,ok,1508050800.0,20629456.0
6592,7,2017-10-15 15:00:00,5801.5,5825.0,5771.5,5817.2,ok,1508047200.0,13899758.0
6593,6,2017-10-15 14:00:00,5817.2,5820.0,5776.0,5787.2,ok,1508043600.0,11531149.0
6594,5,2017-10-15 13:00:00,5787.2,5849.0,5750.0,5808.5,ok,1508040000.0,41279809.0
6595,4,2017-10-15 12:00:00,5808.5,5892.5,5790.5,5893.5,ok,1508036400.0,31062709.0
6596,3,2017-10-15 11:00:00,5893.5,5896.9,5852.6,5873.4,ok,1508032800.0,16329443.0
6597,2,2017-10-15 10:00:00,5873.4,5904.6,5834.7,5848.7,ok,1508029200.0,18850502.0
6598,1,2017-10-15 09:00:00,5848.7,5900.0,5826.2,5872.1,ok,1508025600.0,29015218.0
6599,0,2017-10-15 08:00:00,5872.1,5890.0,5753.3,5764.6,ok,1508022000.0,42494296.0
6600,49,2017-10-15 07:00:00,5764.6,5778.0,5743.0,5757.7,ok,1508018400.0,16478163.0
6601,48,2017-10-15 06:00:00,5757.7,5766.6,5689.8,5690.3,ok,1508014800.0,13093968.0
6602,47,2017-10-15 05:00:00,5690.3,5760.0,5681.1,5721.0,ok,1508011200.0,20976296.0
6603,46,2017-10-15 04:00:00,5721.0,5721.0,5690.0,5709.9,ok,1508007600.0,18328116.0
6604,45,2017-10-15 03:00:00,5709.9,5779.7,5650.0,5772.3,ok,1508004000.0,39239971.0
6605,44,2017-10-15 02:00:00,5772.3,5817.7,5760.0,5786.6,ok,1508000400.0,15786035.0
6606,43,2017-10-15 01:00:00,5786.6,5828.9,5760.6,5762.7,ok,1507996800.0,23783265.0
6607,42,2017-10-15 00:00:00,5762.7,5840.0,5757.0,5801.7,ok,1507993200.0,30462696.0
6608,41,2017-10-14 23:00:00,5801.7,5840.0,5742.9,5771.9,ok,1507989600.0,31896389.0
6609,40,2017-10-14 22:00:00,5771.9,5810.0,5705.0,5708.0,ok,1507986000.0,28001028.0
6610,39,2017-10-14 21:00:00,5708.0,5843.6,5693.0,5720.1,ok,1507982400.0,37777844.0
6611,38,2017-10-14 20:00:00,5720.1,5828.8,5715.0,5777.5,ok,1507978800.0,53894886.0
6612,37,2017-10-14 19:00:00,5777.5,5779.3,5633.0,5658.8,ok,1507975200.0,22962094.0
6613,36,2017-10-14 18:00:00,5658.8,5711.2,5635.0,5679.6,ok,1507971600.0,17633033.0
6614,35,2017-10-14 17:00:00,5679.6,5711.9,5631.0,5660.4,ok,1507968000.0,15379727.0
6615,34,2017-10-14 16:00:00,5660.4,5688.9,5635.0,5635.1,ok,1507964400.0,13710856.0
6616,33,2017-10-14 15:00:00,5635.1,5650.0,5599.3,5649.7,ok,1507960800.0,14961719.0
6617,32,2017-10-14 14:00:00,5649.7,5672.6,5611.1,5670.1,ok,1507957200.0,25338836.0
6618,31,2017-10-14 13:00:00,5670.1,5730.2,5666.0,5676.3,ok,1507953600.0,18570845.0
6619,30,2017-10-14 12:00:00,5676.3,5730.0,5667.0,5685.1,ok,1507950000.0,20166366.0
6620,29,2017-10-14 11:00:00,5685.1,5745.5,5618.7,5632.3,ok,1507946400.0,35823054.0
6621,28,2017-10-14 10:00:00,5632.3,5655.0,5588.7,5610.3,ok,1507942800.0,18049670.0
6622,27,2017-10-14 09:00:00,5610.3,5673.3,5610.1,5667.3,ok,1507939200.0,16118271.0
6623,26,2017-10-14 08:00:00,5667.3,5676.0,5605.0,5639.9,ok,1507935600.0,19591018.0
6624,25,2017-10-14 07:00:00,5639.9,5651.4,5532.3,5633.9,ok,1507932000.0,33239060.0
6625,24,2017-10-14 06:00:00,5633.9,5656.5,5602.0,5656.5,ok,1507928400.0,16894763.0
6626,23,2017-10-14 05:00:00,5656.5,5670.4,5525.2,5525.0,ok,1507924800.0,43718615.0
6627,22,2017-10-14 04:00:00,5525.0,5700.6,5489.8,5703.6,ok,1507921200.0,84565622.0
6628,21,2017-10-14 03:00:00,5703.6,5769.5,5660.8,5769.6,ok,1507917600.0,36019684.0
6629,20,2017-10-14 02:00:00,5769.6,5810.0,5735.1,5765.4,ok,1507914000.0,25365162.0
6630,19,2017-10-14 01:00:00,5765.4,5840.1,5721.1,5815.0,ok,1507910400.0,41616448.0
6631,18,2017-10-14 00:00:00,5815.0,5861.5,5775.0,5837.1,ok,1507906800.0,49075849.0
6632,17,2017-10-13 23:00:00,5837.1,5900.4,5699.9,5699.9,ok,1507903200.0,94692331.0
6633,16,2017-10-13 22:00:00,5699.9,5700.0,5601.9,5602.0,ok,1507899600.0,40446684.0
6634,15,2017-10-13 21:00:00,5602.0,5670.8,5561.0,5635.4,ok,1507896000.0,49720135.0
6635,14,2017-10-13 20:00:00,5635.4,5671.8,5575.9,5633.3,ok,1507892400.0,32683348.0
6636,13,2017-10-13 19:00:00,5633.3,5733.4,5606.3,5732.3,ok,1507888800.0,38183774.0
6637,12,2017-10-13 18:00:00,5732.3,5735.0,5632.3,5652.0,ok,1507885200.0,30405527.0
6638,11,2017-10-13 17:00:00,5652.0,5743.0,5634.8,5660.0,ok,1507881600.0,50725754.0
6639,10,2017-10-13 16:00:00,5660.0,5689.1,5570.0,5607.5,ok,1507878000.0,46132190.0
6640,9,2017-10-13 15:00:00,5607.5,5672.6,5503.2,5574.5,ok,1507874400.0,57552667.0
6641,8,2017-10-13 14:00:00,5574.5,5798.9,5520.3,5753.2,ok,1507870800.0,87871017.0
6642,7,2017-10-13 13:00:00,5753.2,5897.0,5713.1,5741.9,ok,1507867200.0,79959484.0
6643,6,2017-10-13 12:00:00,5741.9,5800.0,5604.5,5695.8,ok,1507863600.0,78341266.0
6644,5,2017-10-13 11:00:00,5695.8,5980.0,5440.1,5542.0,ok,1507860000.0,191201542.0
6645,4,2017-10-13 10:00:00,5542.0,5542.0,5402.1,5402.1,ok,1507856400.0,50307486.0
6646,3,2017-10-13 09:00:00,5402.1,5497.0,5394.9,5463.6,ok,1507852800.0,58411322.0
6647,2,2017-10-13 08:00:00,5463.6,5467.5,5301.1,5301.1,ok,1507849200.0,54693979.0
6648,1,2017-10-13 07:00:00,5301.1,5326.7,5286.1,5295.1,ok,1507845600.0,12127159.0
6649,0,2017-10-13 06:00:00,5295.1,5345.6,5272.0,5309.2,ok,1507842000.0,22696296.0
6650,49,2017-10-13 05:00:00,5309.2,5348.9,5277.1,5277.2,ok,1507838400.0,31450316.0
6651,48,2017-10-13 04:00:00,5277.2,5319.0,5264.0,5315.4,ok,1507834800.0,24580536.0
6652,47,2017-10-13 03:00:00,5315.4,5348.8,5232.2,5268.5,ok,1507831200.0,44389428.0
6653,46,2017-10-13 02:00:00,5268.5,5378.0,5251.4,5335.1,ok,1507827600.0,57047731.0
6654,45,2017-10-13 01:00:00,5335.1,5410.0,5293.0,5330.6,ok,1507824000.0,88717669.0
6655,44,2017-10-13 00:00:00,5330.6,5356.6,5218.9,5219.0,ok,1507820400.0,64146050.0
6656,43,2017-10-12 23:00:00,5219.0,5226.8,5187.1,5187.4,ok,1507816800.0,23265909.0
6657,42,2017-10-12 22:00:00,5187.4,5230.0,5174.9,5216.0,ok,1507813200.0,26829992.0
6658,41,2017-10-12 21:00:00,5216.0,5251.2,5199.9,5199.9,ok,1507809600.0,38993844.0
6659,40,2017-10-12 20:00:00,5199.9,5303.5,5178.0,5209.2,ok,1507806000.0,57752864.0
6660,39,2017-10-12 19:00:00,5209.2,5230.0,5131.0,5185.6,ok,1507802400.0,38589029.0
6661,38,2017-10-12 18:00:00,5185.6,5228.3,5115.2,5139.3,ok,1507798800.0,44933893.0
6662,37,2017-10-12 17:00:00,5139.3,5245.0,5041.0,5059.9,ok,1507795200.0,130489561.0
6663,36,2017-10-12 16:00:00,5059.9,5069.7,4895.6,4901.1,ok,1507791600.0,47921373.0
6664,35,2017-10-12 15:00:00,4901.1,4917.8,4883.0,4896.4,ok,1507788000.0,14149956.0
6665,34,2017-10-12 14:00:00,4896.4,4904.7,4836.6,4838.6,ok,1507784400.0,19760416.0
6666,33,2017-10-12 13:00:00,4838.6,4856.4,4838.6,4855.0,ok,1507780800.0,5276667.0
6667,32,2017-10-12 12:00:00,4855.0,4856.0,4830.0,4851.3,ok,1507777200.0,8746332.0
6668,31,2017-10-12 11:00:00,4851.3,4861.5,4827.6,4830.9,ok,1507773600.0,8944240.0
6669,30,2017-10-12 10:00:00,4830.9,4849.6,4827.2,4843.1,ok,1507770000.0,6322453.0
6670,29,2017-10-12 09:00:00,4843.1,4844.8,4800.6,4822.0,ok,1507766400.0,11386491.0
6671,28,2017-10-12 08:00:00,4822.0,4837.3,4804.1,4810.0,ok,1507762800.0,8898385.0
6672,27,2017-10-12 07:00:00,4810.0,4834.2,4790.1,4794.9,ok,1507759200.0,10418049.0
6673,26,2017-10-12 06:00:00,4794.9,4834.4,4783.2,4831.0,ok,1507755600.0,17691983.0
